ASV_ID,ER1,ER2,ER3,ExtCtrl,G1R1,G1R2,G1R3,G2R1,G2R2,G2R3,MockPosCtrl,PCRCtrl,RP1R1,RP1R2,RP1R3,RP2R1,RP2R2,RP2R3,SL1R1,SL1R2,SL1R3,SL2R1,SL2R2,SL2R3
e514d7f3555df1c6754835d94842397d,0,0,0,0,109,94,132,126,165,132,0,0,0,0,0,0,0,0,0,0,0,0,52,0
10a6e2e33ce075fa6a20ccf0182cfe4a,0,0,0,0,0,0,0,268,207,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0360ec41544cd430f3122e9549d540e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0
3855409ed5f0012a4629d30873518e88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,719
5dd0340274804c8f420b606dd20954fe,0,0,0,0,0,0,0,0,0,0,0,0,0,172,92,184,0,359,0,0,0,0,0,0
bc014cceddb77509529299ac25724f84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,605
5e1a559c10be856dbcddb23eba69e573,0,0,0,0,168,191,30,98,111,123,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5d7569dd1a0451511036634fb30f4c61,0,0,0,0,111,82,52,160,119,223,0,0,0,0,0,0,0,0,0,0,0,0,53,0
b08cb26c05537e61558425264aa2ec93,0,0,0,0,59,69,57,172,180,241,0,0,0,0,0,0,0,0,0,0,0,0,21,0
6f5649d6b09b9d2dfcd98dcc873b1db6,0,0,0,0,159,152,172,78,65,90,0,0,0,0,0,0,0,0,0,0,0,0,82,0
0a425fe93422c45dde81e5b88b247c18,0,0,0,0,78,72,12,212,160,214,0,0,0,0,0,0,0,0,0,0,0,0,50,0
78cdde6cab45db9f8cc0690eaa96ec76,0,0,0,0,270,276,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0
8e0de91d806cb7abb407f8235e0107e1,226,207,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
95148b045dcc5a98c0dcf2b42ae1fc5c,212,160,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0
8cb6d68a66212716eb460ed7f6838c5c,0,0,0,0,104,65,219,63,78,109,0,0,0,0,0,0,0,0,0,0,0,0,152,0
9251979bc410f0e3ca88e261bf67b1f7,163,226,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0
5c4f34a030ea9bf26f4520e20fe1eecf,232,193,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0
49621f5958d40bdf114cc406749941f6,0,0,0,0,121,69,15,160,124,193,0,0,0,0,0,0,0,0,0,0,0,0,102,0
03a8387b016554b2588e9fe72f714826,0,0,0,0,158,140,55,102,116,149,0,0,0,0,0,0,0,0,0,0,0,0,63,0
100601688d9a60851e95b3c393bb236a,126,140,131,0,0,0,0,81,88,82,0,0,0,0,0,0,0,0,0,0,0,134,0,0
4cb84ab1b52b7289f3967a8d3bcaed55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,666,0,0,0
441e2d334d11477c52211862bdc98f54,0,0,0,0,0,41,41,204,241,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960a69d7f49a900d43aacb23702a9d1,0,0,0,0,243,232,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
b08631955bd28f6f02d3f2cff4f691b6,0,0,0,0,187,227,21,71,58,66,0,0,0,0,0,0,0,0,0,0,0,0,142,0
905c5e5b8b4a4044a361c2676658fbb8,0,0,0,0,191,140,171,74,92,72,0,0,0,0,0,0,0,0,0,0,0,0,31,0
2599bbcf4f6880f318512e2f906bbce3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,453,0,0,0,0,0,0,0
3bca71dedf69074910e3648601227de6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0
a2901ed0ed611e3b9db72b801ee3d2f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0
ed03dbd41f0f8fa1f85da6171cf485c8,0,0,0,0,205,255,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0
f5117599bd80c4291ea9bddb6046b867,0,0,0,0,0,0,35,246,273,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51aa4979a02e0d62dd120b19a3eaba5b,0,0,0,0,80,120,18,198,144,132,0,0,0,0,0,0,0,0,0,0,0,0,73,0
9043480240770737045782c85913ad9e,0,0,0,0,232,231,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
221c7edb4949c5e827017e01ec81b0ce,0,0,0,0,270,281,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0
7fed99ea0184c11560ec9cff5e4a69f3,0,0,0,0,133,152,84,78,87,143,0,0,0,0,0,0,0,0,0,0,0,0,83,0
a74528a5091257f23a1b0ac1096d562a,0,0,0,0,209,263,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
f088660ca692d490382821d0959721d9,0,0,0,0,107,74,155,124,127,113,0,0,0,0,0,0,0,0,0,0,0,0,57,0
1fd77c4a3f7a72e492ae948e138777b2,206,171,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0
16322c70121864be469be44e90025d64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0
284fd53515074a21c99e9c83662ad26c,216,177,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0
3fed9a140a443628e44b41f0ad77aa2b,0,0,0,0,75,101,28,71,76,56,0,0,0,0,0,0,0,0,0,0,0,0,0,348
962bc5e20ea822348580d29c63a99c65,170,219,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0
f150f8a36d67e0ef31a381fa02b8afbd,0,0,0,0,23,54,36,200,200,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1fb24259c1ee63363070040fc7dc5c7,0,0,0,0,29,0,27,227,179,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff68da4c1c67f455251a88155c1795d1,185,193,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0
07135c862ccdbd38db62e175a010fff2,162,218,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0
8b96434029e57bad68b2a1044c878302,0,0,0,0,0,0,0,202,291,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1934937faba03b17ae14ca4f88d9ec7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0
d221dff25bd1f0b43b87870e1f02aecb,157,167,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
f432626ef2d67988b44a1b0c7fe3e073,0,0,0,0,155,188,51,30,58,51,0,0,0,0,0,0,0,0,0,0,0,0,210,0
062aef07d9028ff969e9950b6e9c168c,0,0,0,0,66,60,37,114,227,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fab33ff491a122e79d4c7dab48c6f4e,191,202,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0
3dc30ce9c32cc5641543d7d106358720,0,0,0,0,0,0,0,298,213,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38b55a2d5ec85dbca9750fba92636b3b,178,169,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0
26d8610651bcf72f8926dcbf62ab8090,0,0,0,0,290,318,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
7d177bac8505e38054bef73b1df2eefd,0,0,0,0,0,0,49,203,229,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5ff34cc877158fcf11ccde22a6e96ff,0,0,0,0,239,219,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
6486b4cb0d5b9becce9f8b622ff207e6,0,0,0,0,110,83,103,144,103,105,0,0,0,0,0,0,0,0,0,0,0,0,83,0
d48a0f2a6163ff907d0bd13c056bb35c,0,0,0,0,134,115,61,97,94,113,0,0,0,0,0,0,0,0,0,0,0,0,116,0
7220a71e57a2a9fd3925e706cbf8b101,0,0,0,0,98,82,73,167,112,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cd09cbc3406213b3c53c2203791f1c6,0,0,0,0,71,77,0,179,180,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804f3959c8a59a117173b623521246ed,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0
91cfabb9c044af816949b728d8a739fb,181,163,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0
229b0c48239940cd15a92f385a8c1f68,113,240,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0
ac8adba31daeda137b4c0e8ae38d1dcc,0,0,0,0,107,84,168,130,105,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee52d7c70207d60fbd9281e0a390765,0,0,0,0,194,197,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
2a5aad173a75bc4be24ed2dd5fa437b4,0,0,0,0,55,90,21,177,177,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dd49875321b5ba5c8c978ba648b93d3,169,196,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
a05bc17b5b76320556ed90d7153e5df2,0,0,0,0,193,174,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
81d006c8ab9cac88a6d7870d9db1fe68,169,160,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0
8a617b8ac8c75277c81d5387dbe70170,136,170,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0
669572727788462df578c2a1f1abcb3c,0,0,0,0,125,162,76,117,91,129,0,0,0,0,0,0,0,0,0,0,0,0,20,0
440e1234305cc92900dee958590bf955,185,195,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0
92152bd493f676967150471ea66f0e61,163,175,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0
80d7c65c354bf82c5f0e2df96525ad09,151,215,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0
722df8ee15ba0496c3d35c1cc1f038c6,0,0,0,0,233,205,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
431f72ecc985adba8643b52e5ccbebb7,0,0,0,0,167,167,84,85,57,70,0,0,0,0,0,0,0,0,0,0,0,0,89,0
47d1aa44f803330ed99d5447980ffc06,0,0,0,0,209,169,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
ce457fe3c27cd49fa3ff36dd5ca5ef5a,155,191,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0
bf2d11cce1c8837cf61539f810eddd9f,0,0,0,0,256,260,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0
781a25749f7b4c1e693ad0c18d0a6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0
6909a64abd14ede5e9d952b36badf1d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0
c6122bf2a219410db567d7c50d677d94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0
470b3864eaf0512d4cc411edf2d65b0e,0,0,0,0,182,177,58,56,70,92,0,0,0,0,0,0,0,0,0,0,0,0,76,0
6f7d4e657e8c26dc5378f796d4c4d9fc,0,0,0,0,145,163,147,50,77,79,0,0,0,0,0,0,0,0,0,0,0,0,48,0
fde7b4bfd984dd139b5f243e0866c26b,0,0,0,0,38,38,0,235,153,198,0,0,0,0,0,0,0,0,0,0,0,0,47,0
fc96427b9f0dd42ecb8f490777382f9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709
87c562a1910c5ec5ed517f8233a79867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,284,343
a8bb4f0eb9fbc55b943cd45a4368f13c,0,0,0,0,204,193,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
c58728bc4aecc1a13ed36d5deba8f423,124,92,120,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,95,0,0
52cca0bb386797e006309154cf352443,0,0,0,0,203,228,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
793b56c6eb7081490989257523115c84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0
3e3b0b6790a0ad696ae7771dcc685510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0
738b3f4a29134d608514162e712649f7,0,0,0,0,92,122,0,157,117,187,0,0,0,0,0,0,0,0,0,0,0,0,28,0
ea57214ce2a0d90a8949583a52ed71d4,0,0,0,0,188,243,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
b57dc556166b577a96afcb875bfc45f4,0,0,0,0,180,130,103,66,65,79,0,0,0,0,0,0,0,0,0,0,0,0,77,0
23d8cd3c1c42cfb4e90ecf30e39ee67a,0,64,61,0,38,26,0,157,125,160,0,0,0,0,0,0,0,0,0,0,0,65,0,0
9597b2cae81f66ffc967c0ca543a2032,0,0,0,0,114,195,99,62,57,70,0,0,0,0,0,0,0,0,0,0,0,0,98,0
0068cd289fe5f97a31b91e0bf2bc0593,0,0,0,0,258,237,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
036f53be48eb0c6fbd62e19a84d39f8d,0,0,0,0,193,187,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
049444608736b38aa2da92ce6cd76113,0,0,0,0,203,181,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
069270423aefaa3e8f1191725ade6018,0,0,0,0,27,71,0,147,185,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cca7b8a0f574321721b4fe91b9f3a34,159,171,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0
85c1fa77d650f4bd2faa6bc09a638281,0,0,0,0,0,0,0,0,0,0,0,0,86,107,0,0,246,248,0,0,0,0,0,0
864ae495d9fa6c7749ea18589101d394,0,0,0,0,259,243,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
52b38c9be4e541af9448d8611a001de5,0,0,0,0,134,130,78,62,69,91,0,0,0,0,0,0,0,0,0,0,0,0,122,0
3ce1535587c8010823cb93778ec4edeb,0,0,0,0,130,150,79,93,93,100,0,0,0,0,0,0,0,0,0,0,0,0,41,0
39dcf56f6850f4057682f1f4911dbd9a,0,0,0,0,113,117,139,91,92,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d821c47f5f032c25ee763c4bf44fd37a,0,0,0,0,65,0,71,152,116,209,0,0,0,0,0,0,0,0,0,0,0,0,73,0
0d8ba7845176c471fdf066cd81fe9300,0,0,0,0,0,0,0,265,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e03ac2a5b429c288d9da84bc0257e90,0,0,0,0,123,115,12,114,105,100,0,0,0,0,0,0,0,0,0,0,0,0,113,0
6c398ebbd69e922a95fe69cbf0ea0c6c,0,0,0,0,117,100,114,116,86,124,0,0,0,0,0,0,0,0,0,0,0,0,25,0
38c8c2b24e72ecb5c63a67fd2620e952,0,0,0,0,132,122,15,131,88,121,0,0,0,0,0,0,0,0,0,0,0,0,71,0
62d61c021b7de43283cc4ee302e8b919,0,0,0,0,95,109,90,90,87,140,0,0,0,0,0,0,0,0,0,0,0,0,66,0
f51b91166a44d8c9f98d6646a9267524,0,0,0,0,32,86,3,175,147,188,0,0,0,0,0,0,0,0,0,0,0,0,46,0
c4690d04b479316419c1c30d5eb1be94,175,158,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
8f12197064404d955c446d07d5ba28c7,0,0,0,0,59,87,99,118,184,101,0,0,0,0,0,0,0,0,0,0,0,0,26,0
c21d9ef4667379294daea98078f6d053,0,0,0,0,0,0,0,186,200,251,0,0,0,0,0,0,0,0,0,0,0,0,35,0
a729375969ea29c9306a7dcf975a621c,0,0,0,0,147,125,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0
50857a95d0314a3345ce30679e535379,0,0,0,0,71,49,77,112,155,149,0,0,0,0,0,0,0,0,0,0,0,0,57,0
7b0b366a08ba50f86016607890ebbf82,149,172,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
f939a1dde66cb6c1d6dc0054b73b2844,149,156,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0
6c1f22c3cb0af234f07af0d557b41ba0,0,0,0,0,0,0,0,186,268,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c955fb9cddca2f8a7093a89aeb96356b,0,0,0,0,215,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0
6bd1ef59641bfa46a2cb941a8b994ddd,0,0,0,0,115,67,85,98,110,102,0,0,0,0,0,0,0,0,0,0,0,0,89,0
00d8cded900dc67eb7b8f73d6384b9c2,0,0,0,0,110,104,151,76,118,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d248cae00f4b5b89d51b6d1d364e29ce,168,103,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0
a9cfc02e5ff9742c7ee0a174e716cf89,0,0,0,0,96,93,43,103,82,108,0,0,0,0,0,0,0,0,0,0,0,0,136,0
f02afc72ef3810915c53b57dfdba239d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,434
ed6d145df8688833de7d91a9193812e2,0,0,0,0,210,192,119,22,33,30,0,0,0,0,0,0,0,0,0,0,0,0,53,0
57255f25b18634c4713512a7e8d70185,0,0,0,0,106,92,19,145,113,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83a8e58659841f6d2e7c472840bc8087,0,0,0,0,49,44,25,192,132,172,0,0,0,0,0,0,0,0,0,0,0,0,45,0
c9a1c2969740f9b59fb86902d43273ef,0,0,0,0,0,0,0,210,242,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9639cdbfabdf8495045ac3cf358cbfb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,584,0,0,0,0,0,0
2c35e097b6a37ed82bc4188008aa0c8a,0,0,0,0,104,110,30,109,98,124,0,0,0,81,0,0,0,0,0,0,0,0,0,0
339ceadcbbcccad499a6dd5e08373a8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0
fe5c849905e915cbd76950cc68b61823,0,0,0,0,195,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0
24bdffc8c3d66d753a1809003d20b90a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,179,0,154,156
b3148d8f4737b6ce0aa49ab693deb1e5,0,0,0,0,229,207,140,34,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18906af43e8474e4378f8280b72d66cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0
5a755b1a7c98dff3300425e35804eab9,194,176,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
44c1aef699961e59bd342ee507baed51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0
7e52a9908dc1c77d4f6d78360de13650,157,118,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0
ad149a5523fadaae54ef3a7a64ce7f02,0,0,0,0,166,120,67,55,89,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0
aa9eebb70c4980160fa1a915028c1164,0,0,0,0,0,0,0,0,0,0,0,0,0,28,619,0,0,0,0,0,0,0,0,0
990f1c75c16af305304c8a7bbb930576,0,0,0,0,148,162,70,73,63,83,0,0,0,0,0,0,0,0,0,0,0,0,47,0
092b3592b8e7654ea6a6d42e322e1cbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0
0c36628e89a09b1713e7c6651cf41e81,0,0,0,0,42,52,0,203,104,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ff39753340bbef5b1a2429aa91840f2,0,0,0,0,0,0,0,207,154,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182ac39c40767cc384bdc3dd184c9bd,0,0,0,0,62,45,11,142,116,175,0,0,0,0,0,0,0,0,0,0,0,0,91,0
48f69a6214ce8923874798b7a22e8c0d,0,0,0,0,78,99,0,143,151,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aaf2dc9b58c3eb26ddc374ae092238a3,0,0,0,0,0,0,0,199,171,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221ade5bef21aac3df4ab2843dd6d06e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0
c41af26058d9dd7e5c5a59f85240a096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,0,219,345
7f84f02bfca7fac8c4d2334f322835d8,156,189,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0
9b1d552fd5ca3aec94017d9db80678d1,0,0,0,0,197,185,93,41,36,42,0,0,0,0,0,0,0,0,0,0,0,0,43,0
3489b20d1d471042fefed0ddd765ef99,0,0,0,0,105,118,93,58,37,39,0,0,0,0,0,0,0,0,0,0,0,0,186,0
b6731ac2755baa7e512b3f41ca1daeec,0,0,0,0,0,0,0,211,202,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f35727c9cc5bdaabbe5a584e7ccb4d56,0,0,0,0,190,182,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
87a4dfb60a5ae9090a7f77a34dec1ae7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,0
fe351364acd59cfb4773f04c3972c540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0
09639d8cb49974a2834c3157bedef673,0,0,0,0,102,81,53,103,65,111,0,0,0,0,0,0,0,0,0,0,0,0,115,0
f5ddbe44a22105ad056dbfdcdbc1b9d1,0,0,0,0,202,210,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
e7fe467ba122cfe1db17eadaccfec3d5,144,176,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0
e9b4b28597e5325567274b27ab89535f,123,196,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0
ff5980f2ed5a970d7216a1bd382d42b4,0,0,0,0,230,199,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abce2b78625cff6ecd79f865039455d9,0,0,0,0,41,57,42,153,156,118,0,0,0,0,0,0,0,0,0,0,0,0,59,0
b6e4140afe1a618aef03992e9a10e1df,0,0,0,0,71,68,50,144,93,131,0,0,0,0,0,0,0,0,0,0,0,0,68,0
537f7b5f9a4207075cd5fd024b094918,0,0,0,0,192,290,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
15bf11284980d89e4f1c9751253239a5,0,0,0,0,56,62,0,167,113,194,0,0,0,0,0,0,0,0,0,0,0,0,32,0
58379a880cc50a815f62ba71230ecc22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,208,0,0,178
bb63039df12921ad41b9cd06e442bce8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0
e52cca3a2d654167f21ecfcfc3070fd9,0,0,0,0,184,213,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40f271821cf6a75af1b410f029d5f996,0,0,0,0,0,42,0,188,138,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffec97b10826a5a5e02c82d8ba5060a6,0,0,0,0,75,96,8,140,137,143,0,0,0,0,0,0,0,0,0,0,0,0,19,0
c054593f472c224e64c00f12d446eb48,0,0,0,0,0,0,0,158,238,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8e3521d7a29999f1871187e17cd2dec,0,0,0,0,101,61,67,145,110,113,0,0,0,0,0,0,0,0,0,0,0,0,20,0
7841c35ab59280b729debb55ff8a2e4c,0,0,0,0,95,112,70,114,77,107,0,0,0,0,0,0,0,0,0,0,0,0,42,0
bef73d70bdd857ffceb39576471da0cf,0,0,0,0,182,277,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
5833448cc4d673911e9175181edb36c8,0,0,0,0,198,206,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
3be66a031d6806453e3502b0be02ae82,0,0,0,0,0,0,0,195,160,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21c13af39193f4a08a95e662c7252de3,149,154,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0
5aa170793598f0ada6d2ffe443be70b2,0,0,0,0,147,177,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0
c70dff6bd3f1820807845562816ef982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0
5ada232c5919660cfba692c36c167bce,0,0,0,0,185,225,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0
40eb55fa3ab2777a73c350507ae2fbdd,0,0,0,0,145,123,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
344b40177ec8a021d876d2e0aa96f962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,452,0,0,0
527788b711e00288248cf3334afd24ed,0,0,0,0,212,224,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
101dea1ddf45fef66c72d09186e03806,0,0,0,0,176,170,98,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
5ad63bc2645fc41ba172750789ae8b82,0,0,0,0,160,198,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0
2e690390f97a5d27e0fd2519a4288259,0,0,0,0,93,117,67,56,74,79,0,0,0,0,0,0,0,0,0,0,0,0,120,0
38e133f417b4e861d204e7fb1e245cff,0,0,0,0,67,51,0,152,97,179,0,0,0,0,0,0,0,0,0,0,0,0,60,0
1bec52fbdc18073138bd3c44be69dc44,178,120,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
9cff7c78073472dd7b4fe8ed0d4fbe5d,133,167,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0
f60fef7afabf8ae5d66abc6d7838bf79,0,0,0,0,129,141,186,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
0507be7f00af0ce2880d35ddb0299bf5,0,0,0,0,79,92,101,92,112,80,0,0,0,0,0,0,0,0,0,0,0,0,49,0
08e3d588e21535e61e53bfd99641928c,0,0,0,0,50,59,31,145,111,159,0,0,0,0,0,0,0,0,0,0,0,0,49,0
9ca91b864a3d77f4f80f107aefef9e0d,0,0,0,0,178,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
dc6853c0546f7e7e18ccc0b8642a160c,0,0,0,0,201,235,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
