ASV_ID,ExtCtrl,G_R1,G_R2,G_R3,MockPosCtrl,Ot_R1,Ot_R2,Ot_R3,PB_R1,PB_R2,PB_R3,PCRCtrl,R_R1,R_R2,R_R3,T_R1,T_R2,T_R3,Z_R1,Z_R2,Z_R3
0198be3b28935ec0adcc12a5ae6a44c7,0,0,0,0,0,0,0,0,0,0,0,0,4026,1745,1558,0,0,0,0,0,0
e58f08faa5f770ca04818981590671fd,0,0,0,0,0,0,0,0,0,0,0,0,18,14,10,0,0,0,3766,2388,1040
d5e81aa9c0941888a4a28c0a055db3e7,0,0,0,0,7223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7231e31105390cb90f9528b0c7a81410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130,2795,1137
a832c3e17ecf4b902c978a1bcce0713a,0,0,0,0,0,0,0,0,0,0,0,0,3730,1929,1376,0,0,0,0,0,0
9205ffa66403a99221ea5fb9d07440f2,0,0,0,0,0,0,0,0,0,0,0,0,3955,2111,944,0,0,0,0,0,0
5a469384ae988fef69839393ff4523c2,0,0,0,0,0,6946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e10eccba32783313806fa54aa2f9d626,0,0,0,0,0,0,0,0,0,0,0,0,313,162,164,0,0,0,2137,2856,1303
446c70a0a834f8b8ffaa8d8ab9578d67,0,0,0,0,0,0,0,0,0,0,0,0,3949,1590,1368,0,0,0,0,0,0
2585ed61b9fadd6cd0c7946309c85285,0,0,0,0,0,6759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6567bc2c6b5aa52f74c08265993acf77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946,2547,1255
cc5e22e9effe3d75127ff952c074f95a,0,0,0,0,0,0,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56f8988f195c52c2f13bff20394334e8,0,0,0,0,0,6663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62e94ed26a12919ad7ae06f9c46f21d2,0,0,0,0,0,0,0,0,0,0,0,0,3641,1672,1231,0,0,0,0,0,0
c8b4f8f782263fa9431152941d165776,0,0,0,0,0,0,0,0,0,0,0,0,3397,1963,1141,0,0,0,0,0,0
802f60dcc0d9213e8e63a224cf0b6597,0,0,0,0,0,0,0,0,0,0,0,0,3138,1584,1746,0,0,0,0,0,0
d179b7cb1c0275dbea0908b7f125b3fa,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,3549,878,0,0,0
537512a3daea2d2a16355b7ac5633a10,0,0,0,0,0,3,0,6407,0,0,9,0,0,0,0,0,0,0,0,0,0
583e3241f36fc4cca8650531f0e452dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,3089,931
de80749f47b2c88c7c361e91608037ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733,2723,852
330422656211109bc70034bbf75c32d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008,2072,1149,0,0,0
4431ac0141da87e6a46c8a633c75a1d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,2894,911,0,0,0
74c4d038aecc80897732966f9d696c5c,0,0,0,0,0,0,0,0,0,0,0,0,3471,1472,1243,0,0,0,0,0,0
4615a3a163c231ae3501575023cf3ff3,0,0,0,0,0,0,0,0,0,0,0,0,3457,1438,1286,0,0,0,0,0,0
0488be5a2596ee03d38d93466d780873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893,2301,970
3c028f209604709ab842c0c25f467a2a,0,0,0,0,0,0,0,0,0,0,0,0,87,47,31,0,0,0,2635,2283,1073
