ASV_ID,ExtCtrl,G_R1,G_R2,G_R3,MockPosCtrl,Ot_R1,Ot_R2,Ot_R3,PB_R1,PB_R2,PB_R3,PCRCtrl,R_R1,R_R2,R_R3,T_R1,T_R2,T_R3,Z_R1,Z_R2,Z_R3
bcc8e385ea53dad36ee899849578c3ab,0,463,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e38783bc230f6b92000c276c11608fc,0,455,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849c254684991d9311903a24ff2a24c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,411,134,0,0,0
087780ea2a541cff56d3fc8436b500fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,387,199
cffbbda948f7f1f48f13e2e7719010fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,250,153
237e27ef209646f5503c230ea7202e43,0,0,0,0,0,0,0,0,0,0,0,0,557,154,188,0,0,0,0,0,0
73638dac0a9023a58315f5d1d25ffe75,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0
3e9d54e7b496cd1faa40e89237828c31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,358,115
3e1ef774d7f1576a9552586f66857787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,265,136
72a837a3767b7df49c693d52aad56802,0,0,0,0,0,0,0,0,0,0,0,0,281,459,150,0,0,0,0,0,0
d87fa2aa06f61f976e0adf658246127c,0,437,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4c3916d177f6ff144a0a071f2b5d82d,0,376,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbb4bf5175a3a8a0c12518654f105aff,0,395,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43068fdc54f041dc53ab57a2367e57b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,305,170
a4717fc63638cb17b93bc1b0aa7077f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,162,263,0,0,0
37af471dc50fa3d103e4d15cb0039bda,0,421,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870738c68f8a33dd956dad672d3c5d7,0,0,0,0,0,0,0,0,0,0,0,0,572,168,144,0,0,0,0,0,0
1f979947eecefd06570034f67ca9d119,0,0,0,0,0,0,0,0,0,0,0,0,521,172,189,0,0,0,0,0,0
ec53d25ca13c3a6ed72b947c7a969c29,0,0,0,0,0,0,0,0,0,0,0,0,463,261,157,0,0,0,0,0,0
abcffbe3bda8ed91d5c132cc6d35ff83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,319,144
c218236d286c3170a1a9fcc7a1d7880b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,363,136
6570c88d9e2a94a651fed461e538b2bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,250,160
37280f481fd837f8d237e54ec9885da3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,327,149
648b33531fd2f156fb8df3f8307e24b4,0,438,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057c3be7d23124387ac201750da91f2d,0,405,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879a1bcfd69f6ca27c8ec98cdd71663b,0,0,0,0,0,0,0,0,0,0,0,0,385,300,184,0,0,0,0,0,0
1322ef403ad72be000946a7fc3696701,0,386,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c36e44f98b4d81ffe1e7fc39660e6d35,0,363,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d04302b8970619d7cfc2af2aa1f1c37,0,384,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503a2bc5cbc07d0e43c75cb3c25c15a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,245,129
9a3f25d650f932b62017d2ff5b31f1b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,314,163
5bf331f0958285cf077d0ecedcf922c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,262,139
c668b5d441b755df63c3c7f3baa4f573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,355,101
37f684fff1c5c6071b8c47f8c1879e59,0,434,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5829e3590232661458f5a7ee407eb5c9,0,0,0,0,0,0,0,0,0,0,0,0,470,239,151,0,0,0,0,0,0
88b88a37561689f826a20206e971f07a,0,0,0,0,0,0,0,0,0,0,0,0,537,166,156,0,0,0,0,0,0
fa4442de9381bbb9d928b64795e7a8e3,0,0,0,0,0,0,0,0,0,0,0,0,522,170,167,0,0,0,0,0,0
23b5756fa552616443bf28a8d414f419,0,405,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be8cab6ca4dce26b7793baf395c06c64,0,395,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bd2fb9d8bef320285450b4a6ae66c8e,0,0,0,0,0,0,0,0,0,0,0,0,413,265,177,0,0,0,0,0,0
b6922f044e43df8e66a488cf32078ac0,0,403,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86a640f1ef2996d64a12f95c1726ee00,0,0,0,0,0,0,0,0,0,0,0,0,441,213,197,0,0,0,0,0,0
05c19d0097704f74fbb507cf1ce9e1c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,367,189
2363fa0d788c01145568d6562716dcbc,0,0,0,0,0,0,0,0,0,0,0,0,517,150,183,0,0,0,0,0,0
6a7b70664b7be4f844b0e5396c384242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,389,108
2bb41edc17cf1fb8ddf1d2017de8b7eb,0,0,0,0,0,0,0,0,0,0,0,0,523,168,155,0,0,0,0,0,0
88f5e06185733eb5767f1651a253d2a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,337,180
ff0ed111945785282c9bdd785eb41a75,0,0,0,0,0,0,0,0,0,0,0,0,505,148,189,0,0,0,0,0,0
d96c7aa5879e63abd8f0962ccc4f8517,0,0,0,0,0,0,0,0,0,0,0,0,410,309,113,0,0,0,0,0,0
ccb91332a66b494690103410c63ed79a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,418,154
e6ff795479de874a5f535b0b90286d89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,392,111
352aab4baf0908e997a5f93efbbfd626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,406,124
6d5cef912c7492315484e6b61e0205f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,297,151
6ea0ea527d22434e193a1f73aa88e8f8,0,393,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f479572e6f096966161da6b2ae46e408,0,0,0,0,0,0,0,0,0,0,0,0,312,35,66,0,0,0,198,129,82
007ea108e1e7be37c6e339872529f853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,276,144
feacf40d7b398b93a7430b803f83730c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,300,131
d7d910ef61c119a72db36c04069604d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,415,146
6277671ad190f3d6f06a6226546b1a44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,331,113
3fc3324f92287bf612e2ccaab703ac47,0,0,0,0,0,0,0,0,0,0,0,0,459,187,172,0,0,0,0,0,0
6fe1f063d40a53327085b9accc478af1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,352,185
2dad05ff999ca5a20acf54b8a696ac07,0,397,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e28f9ed50b215eae16c378b3035aca11,0,0,0,0,0,0,0,0,0,0,0,0,434,172,207,0,0,0,0,0,0
63ac7271fe1e794723c24494176f5382,0,0,0,0,0,0,0,0,0,0,0,0,482,196,134,0,0,0,0,0,0
131563b6aaa0534a03f179096ad71328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,273,169
328fa94f8bc94c0a8138adcc598e0a9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,407,125
4c8025aad4036ae46cf51f69a0e2de9e,0,378,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd69546b2436058fb5ece1966c98c42e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,287,133
3fe0848885ef799e76725650da664f60,0,404,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e94f18c7ebf02505ea6e6780b35ad828,0,373,424,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
667de73014cb0f22427c83588bd49904,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0
02c8c7629937248da39478922fc5edaa,0,384,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150d19fc6a7d07a2784746f80f3d82e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,286,112
6d0166e6304d6aa777a91d6a06ea68f1,0,0,0,0,0,0,0,0,0,0,0,0,443,171,186,0,0,0,0,0,0
d239070fb9021e450e75a290e449e609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,371,123
5336cfcabe9728fbfa7462ccb3c6802c,0,0,0,0,0,0,0,0,0,0,0,0,490,157,152,0,0,0,0,0,0
8686f1221b7100d443a9b6537448fd64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,298,127
057b8d1d051899f8d3257a013397c6e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,370,195
2b64220a81698a16546da4946514c7a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,315,129
e4db962e66189292562f940bbbf8d964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,396,93
b6caf2134d55bcb9afc6a53ea526c0ad,0,0,0,0,0,0,0,0,0,0,0,0,427,238,131,0,0,0,0,0,0
0156615248ff3094bc235577c78dc599,0,394,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ee146d030b850bdc3532b1f91b0817d,0,0,0,0,0,0,0,0,0,0,0,0,532,141,121,0,0,0,0,0,0
31b94f194e9d405180d18f846d9c4352,0,0,0,0,0,0,0,0,0,0,0,0,456,199,139,0,0,0,0,0,0
ea080e00481e1ff9ed954e1f2de96dd2,0,0,0,0,0,0,0,0,0,0,0,0,385,251,158,0,0,0,0,0,0
278c430af47f40e7d68d3f1320354a59,0,406,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44d6042b3e5e0054d411d039403bd3b1,0,0,0,0,0,0,0,0,237,103,146,0,0,0,0,139,166,0,0,0,0
a103db439a4799cffb211216496dd618,0,0,0,0,0,0,0,0,0,0,0,0,322,331,138,0,0,0,0,0,0
61396fe24e9717b7a8025a89079f2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,255,185
773be3529b23380453d4e0bb43de7ccf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,315,121
f9bc490f8fb350412607fb39216ede2f,0,367,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d586a1f06ae3ea6861c6bbcd6b9d43b,0,356,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68df919d8e44e0f80240b96eb8cba02a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,225,142
6abf0bd16573ab17ae6fc40247018289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,307,139
4ac9c0bb1445ed56d0e3943ce6de38d1,0,0,0,0,0,0,0,0,0,0,0,0,444,190,141,0,0,0,0,0,0
157e6fd7ea5a1674291b2d32bebad4dc,0,0,0,0,0,0,0,0,0,0,0,0,510,106,158,0,0,0,0,0,0
ac8adba31daeda137b4c0e8ae38d1dcc,0,225,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,71,53
c6112055d0ec60aa423c4dce391a538f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,321,136
13392f847018bc45b6d4885bb60e35b8,0,338,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18f7d88e3e044119ed42ffc89981d3f3,0,0,0,0,0,0,0,0,0,0,0,0,358,238,170,0,0,0,0,0,0
d47200abf7a8b3a5a39ec589372cc1a7,0,0,0,0,0,0,0,0,0,0,0,0,458,144,163,0,0,0,0,0,0
00df6cb9e7a9cf06d7a5d87b631dbcf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,73,236,0,0,0
4b9ab353fc3042bdf9d01c204225d26e,0,0,0,0,0,0,0,0,0,0,0,0,361,298,105,0,0,0,0,0,0
9c899e297052466b39891c7adde8fd1c,0,0,0,0,0,0,0,0,0,0,0,0,414,230,118,0,0,0,0,0,0
58d6e6d1fb267bbfcb0fa37dde7abd26,0,0,0,0,0,0,0,0,0,0,0,0,454,178,128,0,0,0,0,0,0
923c1b171ec09935c993b2bb399cfd0a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,311,126
98abcc110ca3847429f0d2c34d20a15e,0,334,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc029882644dcb089575b34113546088,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97cf01449065c610554ee6ca7b42f0b9,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f647904d26f58c4e920a394860f3b655,0,367,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cd8e09fea996e17b14b613f3897c8f8,0,341,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b5cdcef85942c53b62a15e76c748498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,329,158
17915ef77f3a5055dbb76ff23b9036ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,291,128
0f73bca8abfed9ae9708c1d39689952e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,259,144
e6a0fea05629c402482242852bffd893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,397,122
32a672c0dc6eda84d7d6f33da3f41401,0,386,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e1f20512c70df32508dd61f7d1fe216,0,0,0,0,0,0,0,0,0,0,0,0,400,175,174,0,0,0,0,0,0
6a4762488bd288706d1e86de99485fa0,0,360,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0d67eac0f22ded0a1f3dadffd121bd7,0,0,0,0,0,0,0,0,0,0,0,0,471,131,146,0,0,0,0,0,0
aa79986a4010b959cf1a6459838afbf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,247,135
fdf05830be23f19e7bb38e505c0c013c,0,0,0,0,0,0,0,0,0,0,0,0,419,202,124,0,0,0,0,0,0
b68e75c90d4df672c144197316ec7e64,0,377,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b76c3990266962a4ea2e69dc77ec5a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,274,106
ddaa88027dd88a50c24a424dc2814441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,245,153
049444608736b38aa2da92ce6cd76113,0,364,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17e77af3cbd51904d10b100629e4daab,0,316,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89b87d50cb8fa3fe018cb9ea7bb18089,0,325,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f054ae6642bed63571f0f7e45144c71,0,0,0,0,0,0,0,0,0,0,0,0,144,25,38,0,0,0,267,171,93
692b441fd056a124be456569eb81f124,0,0,0,0,0,0,0,0,0,0,0,0,412,169,154,0,0,0,0,0,0
0b90865072c123ecfaf03145dd415e64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,279,106
d0f191e1b0696caca6bef59855dedd8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,335,104
a1c6ff8f7a65d5982e63f2df7e1b70c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,288,128
843e5656b69789d4664ad935b68fcecd,0,328,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dd1dd9113c05033b8d186493bed60e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,304,135
599bd44b6e4375712e5ab7b104129fb9,0,325,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db708a498fb4acc51f8f94772a445e96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,239,117
8593696f5b9d161fb81bbf65d43529fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,258,111
5cf02a5a7a5d974dcf3b29c4989e5f04,0,0,0,0,0,0,0,0,0,0,0,0,397,188,143,0,0,0,0,0,0
3579c5829dd38a63e6988b4b2dd239de,0,0,0,0,0,0,0,0,0,0,0,0,393,214,121,0,0,0,0,0,0
2cdbee8247cb8c111ee71bf6cced1617,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0
f5891cef234e622f2a9a8dbc91bf4ee4,0,0,0,0,0,0,0,0,0,0,0,0,232,405,88,0,0,0,0,0,0
8ff5049ea0335751cf57df9a18fe552a,0,343,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e03cfc3563f79e9ad891bf58e69eb971,0,0,0,0,0,0,0,0,0,0,0,0,433,162,128,0,0,0,0,0,0
6237e1bfc3c6d870e3cec25e2e9a89c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,257,146
73ab43d8517c1c820c38fac6e076b7b3,0,358,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804f3959c8a59a117173b623521246ed,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0
d73e7afd081210b803103b29c90831a7,0,364,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de077ffb7e52ef4eef2f2228b8875cb6,0,342,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9006349445abe396139af2d0229f751e,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0
52e11e4ba2db4ac845f7abff542d4269,0,344,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435f9f022ab390cc4e0816b9fada1d31,0,337,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f92a5e27f374e9df89b62e24b03f9f37,0,312,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f60fef7afabf8ae5d66abc6d7838bf79,0,331,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9f874da58070c50d8711925d9f3a9d8,0,0,0,0,0,0,0,0,0,0,0,0,412,203,101,0,0,0,0,0,0
9bb88193e082f75662b25c9b7d54802c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,322,155
6a300b223ccaa9e039afaaabf18245e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,146,186,0,0,0
234467bea554b361659732e265eb8376,0,350,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269fff3a285467261b6f5cae9907a208,0,0,0,0,0,249,0,59,0,0,0,0,231,102,69,0,0,0,0,0,0
06c07838c0d8923e41e2cccb1083d56a,0,0,0,0,0,0,0,0,0,0,0,0,423,156,131,0,0,0,0,0,0
e768b388e2d9f887aef9a321d2cc2542,0,326,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d85e9f46562a68c837f4f08fc28def4e,0,0,0,0,0,0,0,0,0,0,0,0,361,99,134,0,0,0,43,41,29
9efccaa91315e875729930b4af029b60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,290,115
191bc2179d4bd5a511a760da70322683,0,0,0,0,0,0,0,0,0,0,0,0,367,242,96,0,0,0,0,0,0
75117d94f0f81b24140abdeece373101,0,0,0,0,0,0,0,0,0,0,0,0,156,31,26,0,0,0,202,183,105
cdb33d53451d260d14fd326a71614eac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,220,128
a1ec703c18d2e66602979317fc53e84d,0,0,0,0,0,0,0,0,0,0,0,0,476,117,104,0,0,0,0,0,0
bcc9aeaaab25ee7472ed62c2559863eb,0,0,0,0,0,0,0,0,0,0,0,0,425,145,126,0,0,0,0,0,0
3a665382b7715c5a6930dfb6495efa4e,0,0,0,0,0,0,0,0,0,0,0,0,358,131,206,0,0,0,0,0,0
77e311617dce9b4ea0a271e56b81fb31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,221,144
d1082b5587de7309009870314b860903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,292,82
a017de2e63df1271018a2d520d591eb2,0,333,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67dd773a634bb117835c709f36453372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,233,160
bae6bed1c83c0b4d1b335ee419f374c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,358,96
e7a6fe6dbf0f29542bd115af87a26bf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,220,129
26fae29c96de586ad42820978dbb15f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,219,147
34fce94f7a9a3e20bdb3611142d0a30c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,295,124
be4ff907a087e2f60750879be884d6d5,0,317,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56a8c13d23faac079807076e507bca3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,247,97
669572727788462df578c2a1f1abcb3c,0,306,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0
26f0c61c9f5f1cc79c57f86d51899f62,0,310,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e45e65a839abca674a5f18474a7b810e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,225,129
def5ce8bb30e8b02ec2efad01ef8f082,0,68,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,167,110
cc36f7ab07ff2b84aaf0ba1faf07ebde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,234,105
dea49a01cbc319df83e70a34d7665852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,225,117
cb88dcb9a6ec4f07b224c16189650ad7,0,321,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026d411670ba9259b7264210e0a64e2,0,350,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbb1583cd145507de0effb2d677a3662,0,157,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,94,51
922accd890cdc4847b1cd0736b369c70,0,307,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4bd20d377b5c249e81e46f4ad009829a,0,321,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d4fa57b6375a24e2d30f4d1a4ae2326,0,0,0,0,0,0,0,0,0,0,0,0,416,119,141,0,0,0,0,0,0
3c971a867316c4a7389b2e373bf92eb5,0,317,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0232033d51f46aa8c09b63d2c7bbf3e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,275,110
ea5b4ce0c895eede29fe208dfe15450b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,293,96
b4ff7813fa8ee701c63b80c96d0cf7a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,303,100
697044522fe9e23171caab86efa161c7,0,311,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0552fe40b01c279ddb829266ee286f1a,0,0,0,0,0,0,0,0,0,437,235,0,0,0,0,0,0,0,0,0,0
0ff7e804747020b7c1f586e8887f4912,0,0,0,0,0,0,0,0,0,0,0,0,219,376,77,0,0,0,0,0,0
0bf4a202d17907679c198c3fe627ce61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,206,118
c0d85fd76a8201e2fb59ada962de5f1f,0,343,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed891abe4a33e748b89ea59435e57b35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,278,78
8d941cb4b0666a32315a8f06db5088b1,0,0,0,0,0,0,0,0,123,336,210,0,0,0,0,0,0,0,0,0,0
b39ee9325a7a280c5ef3c4a0b4a3b8df,0,0,0,0,0,0,0,0,0,0,0,0,421,131,116,0,0,0,0,0,0
5cb8b6e6ee1d644ffa960df7d31ac5a3,0,0,0,0,0,0,0,0,0,0,0,0,391,146,131,0,0,0,0,0,0
77667e1ecfb7618706b356fc6537aa4c,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,307,243,91
37db8e4cd24808facc6f26093e431040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,247,120
4fae90b40d8dc25ef1c81efc1138d5a1,0,338,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e57a41c29559de1daf04f848f4846e8a,0,0,0,0,0,0,0,0,0,0,0,0,372,160,134,0,0,0,0,0,0
942bcc660683fa6db11200cbbf35342b,0,0,0,0,0,0,0,0,0,0,0,0,404,114,147,0,0,0,0,0,0
84ec66b59268b57ed72427ba2bed97d5,0,333,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ca33febaf726d12b598122291c9be445,0,296,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ade30e5c517b2fdfa6adca641e535516,0,283,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2cc62e647f5cebe1808afc5f7b0a3d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,89,179,0,0,0
e13d47371413b974421c8490ea3dd406,0,324,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b94cbeec552d73646e2a96bc16e7279,0,127,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,162,65
48458a41b875c5a772b10de0d0480805,0,329,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a45dfe1173b15ec19f84379846da2840,0,274,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
7c1bf705a536a0ddd19116de1fa65bbb,0,0,0,0,0,0,0,0,0,0,0,0,389,145,122,0,0,0,0,0,0
