ID,WS023_S167,WS026_S140,WS027_S171,WS028_S161,WS029_S141,WS031_S151,WS032_S170,WS034_S142,WS035_S152,WS036_S172,Taxon,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
d4e480ee8176f66cebd7206411e5feb9,13,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__JABDDK01;s__JABDDK01 sp013287665,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA9655,UBA9655,JABDDK01,JABDDK01 sp013287665,0.7042840623779865
d2d54f15cd87202954e3c1ded4661a79,11,0,2,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methylopilaceae;g__Terrihabitans,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Methylopilaceae,Terrihabitans,NA,0.974192669579558
93e7be07aaf58ec9e566c2b6026e357d,8,0,0,5,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,NA,NA,0.9866751554534215
9b3e99dfea64a8fb1196781fd07fb1b7,8,0,0,0,0,0,0,0,5,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,0.9783049649798284
67ad2c55411f7cf732949724a600bf50,7,0,0,0,0,0,0,0,6,0,d__Bacteria;p__Pseudomonadota,Bacteria,Pseudomonadota,NA,NA,NA,NA,NA,0.9999891031857407
2e347a390a82b3f8894ee512a384f52b,6,0,0,0,0,7,0,0,0,0,d__Bacteria;p__Pseudomonadota,Bacteria,Pseudomonadota,NA,NA,NA,NA,NA,0.8262575090560798
b2e57d11eea650b0d24c043627f10eae,6,0,0,0,7,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973,Bacteria,Patescibacteria,Paceibacteria,UBA9973,NA,NA,NA,0.9990940540977644
cf83b141af54bc7f889605d0f45b6dcb,6,0,7,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__MWBV01;s__MWBV01 sp002069705,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,MWBV01,MWBV01 sp002069705,0.8966291739444093
27d754caedeaf3fe877636297fe69416,4,0,0,0,0,0,0,9,0,0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,0.999832183818508
9cf1a2d91cc91bb5b2a5499522ba2c93,3,0,0,10,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9908105664351268
d49dd109b703d15acc9582bbc9742511,2,0,0,0,0,11,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9999468943399517
f44593e916034cc972b73a0ec9b8a22f,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973,Bacteria,Patescibacteria,Paceibacteria,UBA9973,NA,NA,NA,0.95239849525546
ebdc6b1e1153e7ecb7dc0b6607661526,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,0.9264569887231816
d67921dac4e5098df81c524520429d52,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__JABSSG01;g__JAGORE01;s__JAGORE01 sp018062985,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,JABSSG01,JAGORE01,JAGORE01 sp018062985,0.7834617744775425
ec85c04d12e22f1caa53124fc5ae67d3,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__UBA9971;g__UBA9971;s__UBA9971 sp001784535,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,UBA9971,UBA9971,UBA9971 sp001784535,0.9731609843419436
e6396c0d93bc0ac7d372973e5de86465,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA5774;s__UBA5774 sp025361765,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA5774,UBA5774 sp025361765,0.9802244895060366
612d4784ce486e3d40f3a40c09444f6f,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-01-FULL-45-10;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__2-01-FULL-45-10 sp030695905,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10 sp030695905,0.9952573920619676
e03d97734d3706a3d319c4de0a48673d,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Caldora;s__Caldora sp010672925,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,0.8796815848146443
dea8dafd6e636fc211a0e392fdfdb682,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia,Bacteria,Spirochaetota,Spirochaetia,NA,NA,NA,NA,0.827952598084301
5b24ac2d3fbc40f2c5ad69dba0386c5e,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,0.9992051724525064
f841f1c8e3bc935dc4febd55d82f0dfa,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAITIQ01;s__CAITIQ01 sp016719945,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp016719945,0.94761643741766
3e321498e9d6b63152bceceb2aec8e4a,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA,0.7980094556646221
cd2e5c54de4a5d12e6250207c9f865a6,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,NA,NA,0.9948093684710576
51ba5b6705c24ecdfef912760ca07220,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Neoroseomonas,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Neoroseomonas,NA,0.995459099592778
c6053768a8fd46627729a68a9e5c3874,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA6144;s__UBA6144 sp021299675,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA6144,UBA6144 sp021299675,0.705258479937915
1cf2697400a26f8224f7f4d4ce8a066c,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__SXYR01 sp024640465,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,SXYR01 sp024640465,0.9966331326324188
a9ad53863f7fba4deb1da4cbe76ddc37,0,13,0,0,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.993278665367248
55e821a9ebdedae9da486aa7a72a87bc,0,13,0,0,0,0,0,0,0,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,NA,NA,NA,0.9716091352838984
15cd382c2b1e600a24b7e7eea8a140b8,0,8,5,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Fredricksoniimonadaceae;g__Fredricksoniimonas;s__Fredricksoniimonas borealis,Bacteria,Omnitrophota,Koll11,Zapsychrales,Fredricksoniimonadaceae,Fredricksoniimonas,Fredricksoniimonas borealis,0.96925958395788
540f138f338c0fb282e8e5ea4741b995,0,7,0,0,0,0,6,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB9,NA,0.9998973231439974
5a2b654268b748552fdbdf746a5ec5bc,0,7,2,0,0,4,0,0,0,0,d__Bacteria;p__Verrucomicrobiota,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,NA,0.707992987921094
761033906f0053104305b75bcf957ecf,0,6,0,0,0,0,7,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9811443859177028
a219da56303f21929696b5fe15872aaf,0,3,0,0,0,0,0,0,10,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae;g__Chitinimonas;s__Chitinimonas taiwanensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,Chitinimonas,Chitinimonas taiwanensis,0.8256742266723196
3d93f22ff2d2dba9f9edf7c17676e185,0,3,10,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,NA,0.7213019717606132
88a011ce973817f99c9407cf84d7f4d2,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-01-FULL-45-10;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__2-01-FULL-45-10 sp030695905,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10 sp030695905,0.9999996373074768
73044d8841f984623d04c0583717ff41,0,0,13,0,0,0,0,0,0,0,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,0.3676694787141427
5d7ae54450b484f98af7b87a9e08bd8a,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__CAIPOI01,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,CAIPOI01,NA,0.7566813349986213
74bb921629355ad1bb158afda89e6d4f,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,NA,NA,0.9896826722767154
6634db84f4815224a6deb14237c3ff2a,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA917;g__UBA917;s__UBA917 sp002293855,Bacteria,Patescibacteria,ABY1,BM507,UBA917,UBA917,UBA917 sp002293855,0.983083092272642
3dc7f43127c42a45c38f71b389e00642,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11,Bacteria,Omnitrophota,Koll11,NA,NA,NA,NA,0.8357760844370191
e0feb478311265a23323a2573a3ee774,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-01-FULL-45-10;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__2-01-FULL-45-10 sp030695905,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10 sp030695905,0.9968846018571744
a4992163144dc8b1f08c709aa113fae8,0,0,13,0,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9980098414420012
dc48fcbc9f8745dcc4f5ce9db657c0b5,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__XYD1-FULL-46-19;g__JAIOOX01;s__JAIOOX01 sp021414225,Bacteria,Patescibacteria,Paceibacteria,UBA9973,XYD1-FULL-46-19,JAIOOX01,JAIOOX01 sp021414225,0.999999956652588
89bd60e8eb7460243ef0667169d913a1,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-01-FULL-45-10;f__2-01-FULL-45-10;g__JAMWCX01;s__JAMWCX01 sp023818895,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,JAMWCX01,JAMWCX01 sp023818895,0.9512331167582956
d579ab2c063ef4271f920a78cba605cb,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__CAIJYI01;g__CAIJYI01;s__CAIJYI01 sp943356445,Bacteria,Patescibacteria,Paceibacteria,UBA9973,CAIJYI01,CAIJYI01,CAIJYI01 sp943356445,0.9849809874108816
94283b2f4a3d5526625a84bf246de20a,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__SIBE01;g__VHCZ01;s__VHCZ01 sp016871535,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,SIBE01,VHCZ01,VHCZ01 sp016871535,0.840885981257604
2df7c5f95d5906debcfe06971149ac52,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__CABMGE01;s__CABMGE01 sp018304045,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,CABMGE01,CABMGE01 sp018304045,0.9981002378142536
fee791fc9f3abbee3d5b334676bb16a7,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__BMAH01;s__BMAH01 sp014132615,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-16500,DSM-16500,BMAH01,BMAH01 sp014132615,0.8714238798072552
4fe9afebfd7042fbc491faeb18882f73,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__CAIPOI01;s__CAIPOI01 sp016867035,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,CAIPOI01,CAIPOI01 sp016867035,0.823505376959219
e97bc4d7412607a1e2387e804b4233be,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 sp016707685,Bacteria,Bacteroidota,Bacteroidia,2-12-FULL-35-15,2-12-FULL-35-15,2-12-FULL-35-15,2-12-FULL-35-15 sp016707685,0.9999924776357
ef211a3ec3c536b5c7539b8987e84516,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA,NA,0.999734958312826
e71072bca6a16d9d9c0828ec6f7d26b9,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-01-FULL-45-10;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__2-01-FULL-45-10 sp030695905,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10 sp030695905,0.9987925990565076
193b7f7d7570189654de3d4b988daad7,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__JAJZPH01;s__JAJZPH01 sp021811265,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,JAJZPH01,JAJZPH01 sp021811265,0.7728659641170788
84514f6c80dadc54ba5edba9645f6953,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__ARS49;g__SURF-65;s__SURF-65 sp003599055,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,ARS49,SURF-65,SURF-65 sp003599055,0.9790254438302508
16378eef0492804ecb2bf316abe0c296,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,NA,NA,0.9999318646233613
5f7abb74d317399ad6d76fda17b73724,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__SYFT01;s__SYFT01 sp016716905,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,SCN-69-37,SYFT01,SYFT01 sp016716905,0.9826062646758316
9d57052780d5694fc4f2ab1178e8ce3b,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.9487710002979236
32a56a94a5b53c80a09ddb0699f76c45,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__UBA9630;s__UBA9630 sp903937035,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,UBA2206,UBA9630,UBA9630 sp903937035,0.7876790273242223
e96e6dae203d0d1ce0a1ba84da513c73,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,NA,NA,NA,0.8415406306049399
cce034e68e27674f4b489d152af213b7,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__REEB52;s__REEB52 sp018968815,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,REEB52,REEB52 sp018968815,0.7951335354535438
d2cec4374eb6df04eb742c8193595c2d,0,0,13,0,0,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,NA,NA,0.991407534566348
3d6b5d4762a4cb3f0ebe5d93505b40c8,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-01-FULL-45-10;f__2-01-FULL-45-10;g__2-01-FULL-45-10;s__2-01-FULL-45-10 sp030695905,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10 sp030695905,0.963769464017457
25939590eb146f7d082a132f0ef97e9b,0,0,13,0,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__BMAH01;s__BMAH01 sp014132615,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-16500,DSM-16500,BMAH01,BMAH01 sp014132615,0.8668188095502882
21e18262a8156a8735836b717e2aff99,0,0,9,0,0,0,0,0,4,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ARS1301;s__ARS1301 sp017609205,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,ARS1301,ARS1301 sp017609205,0.9646056707272213
9f01fa23c4c0d1360d30867b8e976b6e,0,0,6,0,0,0,0,0,7,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.995367134514239
a0d2219f7ec14958039665442ebfea44,0,0,6,0,0,0,0,0,7,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,NA,NA,0.9719282361706536
f3557dc611ec88c365eda9c21f7b89f5,0,0,6,0,0,0,0,0,7,0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,NA,0.9712225713445848
bfe8163ac6bf4ca05d406e49b4ed77e0,0,0,4,0,0,0,0,0,9,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,0.9542702746969092
70ffeffaa98a357d2ac0a99fc62a9c0f,0,0,3,0,0,10,0,0,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,NA,NA,0.9315895038846512
4ebb89c535451e185d4660f312f02716,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__PALSA-1337,Bacteria,Patescibacteria,Paceibacteria,UBA9973,PALSA-1337,NA,NA,0.904164152714616
39b7e38c6d40c8fcba88af7d3896adb3,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.970776325556426
121ac709fcd69da245cadc7d06cb9b9a,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9682944448251004
13a0a5432b2588a5c23d587e5a550870,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,0.9876940600768914
a534cf1c7e7520659f1e2707d37c9743,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA,0.8956934808272592
c3428543bf671062b08ea82783d88a26,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9997295510762464
a8e4c974b378fb3bb9fc8cc32b2bf3a4,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio,NA,0.9818338385072576
0ab0bd4d07e2a3fe5e5a2b5a3df326d5,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__FEN-1279;s__FEN-1279 sp016218085,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,B-1AR,FEN-1279,FEN-1279 sp016218085,0.932965004394292
66fc4b2927c4642e394e467ddf1cff50,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__UBA4722;s__UBA4722 sp013288655,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-16500,DSM-16500,UBA4722,UBA4722 sp013288655,0.8676299088044704
de656763481e31b9a515c988e4fea752,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9821944543990818
e1a771436e6f689529b480a55c9381e7,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9969447882025864
685e824e85a0c3cd5d0e1ef00798cc8e,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__UBA6186;s__UBA6186 sp903827925,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6186,UBA6186,UBA6186,UBA6186 sp903827925,0.9855063591425502
e3cdeb251d8a936df943f885392648aa,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JACPOV01,Bacteria,Dependentiae,Babeliae,Babeliales,JACPOV01,NA,NA,0.7139379272649015
97792a7c5447ede6b4f54b935d6db72f,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9999999999392344
5984b37f04023286d92ad7df2b2b517e,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__CAITMJ01;s__CAITMJ01 sp021781995,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CAITMJ01,CAITMJ01 sp021781995,0.936407537065419
4f923c6ce90b9f645a1fc83f7f158d1f,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.999018493806632
06f5c65ce75a2d34e28993a24e283e67,0,0,0,13,0,0,0,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9982007521636218
130a82880145121a6605089db7fd9376,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__BMAH01;s__BMAH01 sp014132615,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-16500,DSM-16500,BMAH01,BMAH01 sp014132615,0.785788981507591
2a25c782c6e63e542f6e686ac3e5922a,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973,Bacteria,Patescibacteria,Paceibacteria,UBA9973,NA,NA,NA,0.9942877659080966
74325f85f7c0c84b67ee1b43bbd377fc,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,0.9997079295325576
5049defd2132ddbe192c2b40145a809c,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__UBA8517;s__UBA8517 sp027327685,Bacteria,Patescibacteria,Microgenomatia,GWA2-44-7,UBA8517,UBA8517,UBA8517 sp027327685,0.9848913855860282
99dc4dfe119e49af8f49f641ce7fd959,0,0,0,13,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA,0.9983231803952788
