ID,WS023_S167,WS026_S140,WS027_S171,WS028_S161,WS029_S141,WS031_S151,WS032_S170,WS034_S142,WS035_S152,WS036_S172,Taxon,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
6c5235d2fd0b71d480597adffb468b51,0,36223,0,0,0,69908,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9941239521876528
58a1783db61f7787336c01c4d7c89e3c,10429,274,22493,266,11159,2357,14759,22,1759,350,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA,0.9568594475923964
5f8e474c4a04724db47674899970fb38,4668,2551,2792,21200,19360,5429,0,33,275,130,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,NA,0.9997272491422576
ac5ca6ce01ee88637a9df8b1a702946e,25,0,33064,0,183,0,565,0,44,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA,0.9858942189290816
631aee757fa5361a763a4b84c0bbe7ee,3585,87,429,9869,4043,2217,12,95,2422,322,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aurantimicrobium;s__Aurantimicrobium sp003325955,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Aurantimicrobium,Aurantimicrobium sp003325955,0.991389501058153
e29c14d07c0c80feb344744027f381fa,218,57,857,5965,1887,328,8621,124,980,439,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA,0.989515817314927
26a145d24912830ad8f136ef8e3b0bf7,0,16252,0,0,15,107,0,0,49,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9985683331074404
0f1a325c80378b5bc7d71a275d712776,1523,14,30,615,392,20,23,1235,8173,3036,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Neobacillus;s__Neobacillus drentensis,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Neobacillus,Neobacillus drentensis,0.8200474471775407
944467b710011b1f22e06f73a922d694,3356,752,5041,973,850,401,0,76,3094,424,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.999942292463293
c955e7f3f21ee70343adc4587f66ccb7,98,0,46,602,397,11580,0,0,108,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiodictyon;s__Thiodictyon syntrophicum,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,Thiodictyon syntrophicum,0.9168513053809928
9256cf406bd287331d73b44050ae4782,32,11983,0,0,0,228,277,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.9629214585566956
783ea58c5be692529a022944ba9c2bf0,1028,0,0,210,430,70,20,636,6130,2206,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E lini,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E lini,0.7313334748799685
7ba72facf2864c2a1cff5a8565e4ef7d,567,0,119,0,337,0,9590,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA,0.959250243598416
fa749ed107b797e5407a511f19cf0a8f,196,28,114,9811,45,15,97,62,203,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__JABMMZ01;s__JABMMZ01 sp963169345,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,JABMMZ01,JABMMZ01 sp963169345,0.7599632404474456
4bdb21b8c0fd9a0f4827aa3a8d0d53dd,49,0,159,2292,857,6040,0,19,334,34,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,0.9928204153422726
dc2431ed50ed2a0a3185e5017e409b3c,1014,23,14,213,215,16,13,783,5458,1772,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria,NA,0.9970091838275508
fecded66e866b55c16ee64165fba13d7,1226,0,11,1248,1454,5284,0,0,30,16,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA,0.9995566390965848
0f7b112a6961119728d2fc4fa1b15c29,687,24,15,156,374,0,16,594,5130,1858,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,NA,0.9960236215213129
70f15d991d3a6ee6617659de197b4670,299,61,129,1849,1236,60,2053,1615,726,590,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus caccae,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus caccae,0.9769002736942204
698894dc9c3ca47829da6119c3cfc20e,0,0,0,0,0,8270,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9867525535330632
43bef1d95357d6ff590566d44118eef0,0,7157,0,0,0,0,0,0,47,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter caeni,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter caeni,0.8209713782759487
f9d9aeceb1a7bef2e33f6eedd72c92ae,0,6765,184,0,57,157,0,0,12,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,NA,0.9999998790598528
a15bf9a509da32afca4066755bbac9ef,0,6667,0,26,0,0,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9262466378504284
1f90ea2cea055cea0152acaa4b41f054,758,11,8,223,202,4,0,444,3289,1315,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Pristimantibacillus;s__Pristimantibacillus glycanilyticus,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Pristimantibacillus,Pristimantibacillus glycanilyticus,0.9948942169898172
3f6727609cf40760cd65aa77bc486416,362,39,109,1036,830,0,1533,1299,560,460,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus caccae,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus caccae,0.9724448837150224
9ea20f5a63c0534b0d5c81c1e76312ef,432,30,0,145,256,30,0,689,3182,1185,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,NA,0.9975244968982608
0a147c556110b2e48a55b03225dacf5f,200,244,710,2160,798,940,0,37,210,38,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp001438925,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila,Planktophila sp001438925,0.915088733533905
8ed7758f3c77c590286e03bc86ed78c2,418,265,81,3336,291,429,116,0,73,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA,0.9999956333555996
18292fa0e4485078351711caa83b1069,669,21,12,203,107,0,10,168,2443,1154,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__Bog-950 sp903861145,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,Bog-950,Bog-950 sp903861145,0.90479292303282155
1871926cf3ba93d2e2bbe0d86da54d0b,9,12,0,76,361,4091,0,0,0,0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A somerae,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium_A,Cetobacterium_A somerae,0.9281630104178856
9350c865d7b59d10d182affa007216d9,145,3057,35,0,0,8,0,0,1114,98,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter defluvii,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter defluvii,0.7410523964818947
4b0f69594980f989892da74ce76204af,0,4392,11,0,0,10,18,0,18,0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD sp018861905,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AD,Clostridium_AD sp018861905,0.9739771655933296
036f1cf28015a9ab354fc5ae5a4f5eae,0,4080,99,52,21,16,35,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,NA,0.7671525609323097
1ea58a8dc13afaf9743b8da350bd88b0,404,80,1060,573,631,701,0,51,396,126,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus_A;s__Methylopumilus_A turicensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus_A,Methylopumilus_A turicensis,0.9563464208681786
a060410a697a42dc5fe60244cc161b30,439,0,0,128,146,0,0,355,2158,737,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium altum,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium altum,0.9658210268027329
1acd90719e4878f84f49969b41380e24,311,0,82,79,258,0,0,321,2176,706,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,NA,0.9962673344404124
469b27e8d4cd09bc4d9f8e651229f9ed,0,3827,0,0,0,0,70,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9942137331472009
8eca25c7eb78c91683df08f6e0d1f68f,470,5,30,100,75,3,0,209,1884,960,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAIOPN01;s__JAIOPN01 sp021413865,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JAIOPN01,JAIOPN01 sp021413865,0.8803543978448377
ad880ebaa9b49844b997b4b293c30910,112,27,54,661,473,15,850,737,396,239,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,NA,0.9999351816616172
a9f49eb933b1745bf3e9abf760345c95,0,0,0,171,112,3061,0,0,180,12,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiodictyon;s__Thiodictyon syntrophicum,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,Thiodictyon syntrophicum,0.7839119824996096
9480ce38160cd9b88a98961da79383b2,30,326,22,0,0,2954,0,46,107,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp030653695,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter sp030653695,0.9288160993561976
7031ad77f11b8494e07ad3dec4cdef9f,0,0,0,92,0,3303,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA,0.934694392674554
69a76d15f64c8d8d8afb374cb58ca66f,231,0,0,59,1994,116,0,36,606,257,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA,0.9999998412660864
d776e6142b09efb710d4f62d60344f3b,0,6,0,26,45,3078,0,0,0,21,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Lamprocystis;s__Lamprocystis purpurea,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,Lamprocystis purpurea,0.9036052496305634
9f23e4e6349834d0b859940f98c18835,437,607,1397,16,63,135,0,0,405,19,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas taiwanensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas taiwanensis,0.98969623445661
590284db43685c7efb2bdef3fa957e25,34,0,510,15,2346,0,0,0,17,9,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12,Bacteria,Actinomycetota,Actinomycetes,S36-B12,NA,NA,NA,0.723124474773692
447c1da6c7e5e1424da3068c9e7e16b5,0,2926,0,0,0,0,0,0,0,0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,0.9999769605123552
4fc816fbe10c83bc9bdcf2fbe1c8b14f,0,0,0,0,60,2861,0,0,0,0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A somerae,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium_A,Cetobacterium_A somerae,0.8818146307472022
2bd5c91b92313612add517d17fce582e,123,19,28,668,454,19,549,572,251,181,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp001676025,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio sp001676025,0.7853128784889304
94ece1e04f147dcc52a26edaeb5f1222,0,14,147,1887,110,571,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,0.999993653103058
56048441458d71eebf7d299a4b126a24,628,487,93,589,41,291,0,0,450,85,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp020991455,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp020991455,0.8703892447899486
ef82f58f558f1c2205a3d34b43943c30,0,2379,0,8,13,47,5,0,198,11,d__Bacteria;p__Bacteroidota;c__Bacteroidia,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,0.9696640450065236
2ea2526fdd56648599f0b1a275999c08,180,1064,105,203,32,108,820,0,105,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__Luteolibacter sp903908495,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,Luteolibacter sp903908495,0.8918226596012859
72535aba533c05f330bac01901e73d74,0,6,0,33,60,2317,0,0,160,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,0.9984782009319744
e68f76e08cd428250a7a204651b33e45,395,679,196,126,192,183,54,43,578,124,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_B;s__Rhodoferax_B sp027923965,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax_B,Rhodoferax_B sp027923965,0.8023533852902384
ec72488c499d212ad1f303cef6e82d86,0,0,0,597,1814,32,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA,0.9945116564958976
d6bf1491d6a2f572ae685bf652e74fb2,91,28,0,69,51,0,0,255,1463,446,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E graminis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E graminis,0.9699384969726652
12fc3781c2b5c989072948cef143e1f6,50,1066,270,114,201,514,53,0,85,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9982902408679796
b688be0de87218923d9e643b70fabeb6,0,2234,0,0,0,0,93,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9955391943859662
d5f56dfa96ebd83740e24e14ecf20dca,374,0,8,123,142,0,0,264,1005,348,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,0.9981295927624838
faa4df5a305b91749036cb6a69118366,66,0,0,473,1377,296,0,0,0,0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Aurantimicrobium;s__Aurantimicrobium sp003325955,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Aurantimicrobium,Aurantimicrobium sp003325955,0.9845661325699931
3c3f94442f1e28509c48391bf6f85b08,281,7,9,44,18,0,0,32,1308,497,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas glacialis,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas glacialis,0.7464358399657021
f08ca301eef6cd6506be3e3924c9fa61,73,1891,0,174,0,0,40,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.9800072366294827
e52e36c0d4bf6250eeef20fdcf242c07,0,2166,0,0,0,0,0,0,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,NA,NA,0.9973162108188164
6ffbb723f7042e1b3f1ffca8379c1d2e,429,0,161,598,179,238,0,51,393,77,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__JAQVCM01;s__JAQVCM01 sp945897805,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,JAQVCM01,JAQVCM01 sp945897805,0.9658127191366536
6f95e025068f4eda839a9d3c907a08b1,41,1506,59,51,0,0,412,0,34,9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Emticicia;s__Emticicia aquatilis,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Emticicia,Emticicia aquatilis,0.9948335257801656
ec706f4795bdbdff3e234bef9b179014,50,1817,0,0,0,100,0,0,120,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp030653695,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter sp030653695,0.9315414161209769
b268a9fa916da1edc56d67764f481a1d,0,636,0,0,0,0,1378,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.972998138999074
64fb0edfbe5c7b0e638415f7d1a8f305,0,0,0,98,0,1841,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA,NA,0.7430732293424349
dd5983554ae8faa65d2d68b413e17302,0,9,0,0,0,0,1918,0,0,0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA,0.9998139579150326
687353f36c57ce117b9332db89d7ba4f,77,0,135,548,765,0,0,0,223,130,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA,0.7534885990038673
bf627c2deeb423f6a2f338c9d9ba712c,0,1852,0,0,0,0,20,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,0.9997213842601036
5a172a65dc5d29e09f136c6902a19083,22,686,21,0,0,0,934,0,141,30,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.903394174475472
77f89746e5d2ab36b52607efc10693dc,0,1596,0,0,0,0,204,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9931066897733876
5cee3e09f06ccc25f9d87bb48569f7bb,23,432,72,0,345,0,666,36,186,23,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2103;g__C7867-001;s__C7867-001 sp027459545,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA2103,C7867-001,C7867-001 sp027459545,0.9752150108094276
c1714cad928092774728ed7019753989,0,0,0,65,346,1366,0,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA,NA,0.8933368521352963
8f6d7ac66ef82d6fdf4e8fa969abe2e7,41,45,13,16,0,0,1651,0,0,0,d__Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,0.9924963993343144
e8f4dae03e175555776ff22df3a51989,271,3,16,61,235,4,23,72,828,240,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__CAIOSP01 sp903861005,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,CAIOSP01,CAIOSP01 sp903861005,0.9999982042708304
a69b741371bde034e9631f465ce82ff6,180,0,0,80,21,0,0,176,1007,283,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter sp000620205,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Geodermatophilaceae,Modestobacter,Modestobacter sp000620205,0.9735881287198148
e5166d2b62d820597e08bfdbda242795,21,83,199,61,6,1283,9,0,54,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA4417;g__UBA4417;s__UBA4417 sp030654075,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA4417,UBA4417,UBA4417 sp030654075,0.9988122481322986
0bd5f85deaf7c59e626ad881e7a0bdc5,332,93,0,858,29,49,0,27,262,64,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium macrobrachii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium macrobrachii,0.735918802957894
e9aec3d75abd7faab0a4ce90336c4e90,182,0,0,0,0,0,10,124,1108,271,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__Duganella violaceicalia,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Duganella,Duganella violaceicalia,0.9066119701852176
4774a2dab5c8c8f57beb36e5bfa708c8,0,1646,0,0,0,0,22,0,7,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA,0.9823796161893742
